Business LIcense,Violation Date,Violation,Inspector Comments
09FOOD-0083,03/14/2016,(2) FOOD: Original Container; properly labeled.,Be sure food stored in coolers are labeled with date and time of the prep.
09FOOD-0074,08/03/2016,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The can opener is soiled. Routinely clean all food contact surfaces.
15FOOD-0008,08/11/2016,(5) FOOD PROTECTION: Thermometers provided and conspicuous,No thermometer located in the mini cooler. Provide thermometer.
14FOOD-0013,09/26/2016,(43) OTHER OPERATIONS: Complete separation from living and sleeping quarters; laundry.,Observed owner cooking personal food items in non permitted kitchen. Establishment is risk category 3 and is not permitted to prepare foods. Immediately cease and desist cooking foods at this establishment.
13FOOD-0035,08/31/2016,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Observed pizza slicer stored in container of water between slicing.  Please add small concentration of sanitizer (50ppm CL or 100ppm quat) to water or rotate slicer and clean between.
16FOOD-0009,04/05/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodineObserved wiping cloth on cutting board.  Please store wiping cloths in sanitizing solution when not in use.
09FOOD-0215,09/01/2016,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Large water puddle next to walk in cooler. Mop area.
08FOOD-0177,02/18/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the cook line equipment is heavily soiled. Routinely clean all floors.
12FOOD-0001,09/22/2016,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Various surfaces are soiled. Clean.
14FOOD-0004,01/05/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Please clean and mop floors from corrected food equipment fire especially in hard to reach areas.
09FOOD-0358,01/04/2016,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Ice scoops in the ice bin are being stored with the handle contacting the ice. Store the scoop with the handle sticking out if the ice to avoid cross contamination.
13FOOD-0011,09/27/2016,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Dock door show the light of day. Please add or replace weather stripping to prevent pests from entering the store.
09FOOD-0066,08/02/2016,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The can opener is soiled. Routinely clean the can opener to prevent possible contamination.
09FOOD-0284,02/17/2016,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",The fan near the kitchen hand sink is heavily soiled. Clean the fan to prevent debris from being blown on to food. The can opener is soiled. Routinely clean the can opener to prevent contamination.
09FOOD-0029,07/06/2016,(33) GARBAGE AND REFUSE DISPOSAL: Containers or receptables covered; adequate number; insect/rodent proof; frequency; clean.,The outside garbage dumpsters are open. The dumpsters must remain closed at all times to prevent attracting pests.
09FOOD-0214,04/14/2016,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Please finish the repairs on the wall tile behind the dish machine.
09FOOD-0335,03/16/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",A wipe cloth is being stored on the cutting boards. Store the wipe cloths in a sanitizer solution when not in use.
12FOOD-0004,08/09/2016,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Ice dispensing utensil found stored on top of ice bin. Store in a clean container.
09FOOD-0166,02/16/2016,"(19) FOOD EQUIPMENT AND UTENSILS: Wash, rinse water: clean, proper temperature",3 comp sink water temp only at 116F |  call for repair. Temp should be minimum 120F.
15FOOD-0011,07/27/2016,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION.Observed food in storage not labeled. Please label foods in cold storage with date and time prepared.
09FOOD-0170,10/25/2016,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",Soiled cardboard is being used as a wedge under various pieces of equipment. This is not an approved surface and must be removed. Rope is being used to hold various pieces of equipment together. This is not an approved surface and must be removed.
09FOOD-0216,05/02/2016,(7) FOOD PROTECTION: Unwrapped and potentially hazardous food not re-served. CROSS CONTAMINATION.,Eggs stored above ready to eat veggies. Eggs moved to bottom shelf.
09FOOD-0083,07/06/2016,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Observed missing coving base trim by coolers and 3comp sink. Please repair.
09FOOD-0184,03/25/2016,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Walk-in meat cooler door gasket torn |  replace gasket.
09FOOD-0073,06/23/2016,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The sides of the grill are soiled. Routinely clean all surfaces. Front and sides of the cook line equipment are soiled. Routinely clean all surfaces. Shelves in the walk in cooler are soiled. Routinely clean all surfaces.
15FOOD-0005,04/25/2016,(2) FOOD: Original Container; properly labeled.,A spray bottle wasn't labeled. Any product out of the original container must be labeled to avoid misuse. The bottle was properly labeled.
09FOOD-0087,07/05/2016,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. No FSSMC is on site while potentially hazardous food is being handled. A FSSMC must be on site at all times. Enroll all food handlers in a food handler certification course. Information can be found on the Evanston website: http://www.cityofevanston.org/health/food-service-manager-certification/
15FOOD-0003,03/21/2016,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",Please be sure to clean litter and wrappers and food scraps from hard to reach areas. Especially I walk ins under shelving at dairy cases.
09FOOD-0070,04/01/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodinePlease store wiping cloths in sanitizing solution when not in use.
09FOOD-0173,07/28/2016,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The ice scoop handle is in contact with the ice in the ice machine. Store the handle out of the ice to prevent possible contamination.
09FOOD-0093,07/20/2016,"(12) PERSONNEL: Hands washed; clean, good hygienic practices.",CRITICAL VIOLATION.Paper towels had not been restocked at time of inspection. Also at time of inspection observed employee cutting beef.  Employee walked away from cutting beef for another task and came back to cutting beef without washing hands. Please educate employees with proper times to wash hands.
15FOOD-0045,10/12/2016,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",There is an opening between the mop basic and wall where water and debris can collect. Seal the opening.
08FOOD-0175,01/12/2016,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. The FSSMC at the establishment has expired. Information on obtaining a new certificate can be found on Evanston's website: http://www.cityofevanston.org/health/food-service-manager-certification/
09FOOD-0323,08/25/2016,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Eggs stored next to ready to eat food items. Store below or seperate from ready to eat food.
09FOOD-0359,09/02/2016,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Paper towels missing from dispenser at hand wash sink. Provide.
13FOOD-0064,03/15/2016,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The wall behind the dish machine is soiled. Routinely clean all walls.
09FOOD-0089,05/04/2016,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION The dish machine is not sanitizing the dishes. It is a new sanitizer bucket so the line may not have been primed. I will reinspect this Friday to determine if it is working properly.
15FOOD-0044,01/12/2016,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. Ensure all staff has a food handler certificate within 90 days. Information for obtaining a certificate can be found on the Evanston website: http://www.cityofevanston.org/health/food-service-manager-certification/
09FOOD-0073,03/23/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor in the walk in freezer is soiled. Routinely clean all floors.
09FOOD-0092,09/27/2016,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Ceiling tiles missing. Provide and replace broken tiles.
14FOOD-0026,06/28/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Soiled wipe cloths are being stored on cutting boards. Store the wipe cloths in a sanitizer solution when not in use to prevent cross contamination.
09FOOD-0089,05/04/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the ice machine and shelving in the back storage room is soiled. Routinely clean all floors.
09FOOD-0232,07/15/2016,"(29) PLUMBING: Installed, maintained",There appears to be a leak from the plumbing above the freezers in the basement. Repair the leak.
11FOOD-0009,09/21/2016,"(31) TOILET AND HAND WASHING FACILITIES: Number, convenient, accessible, designed, installed.",CRITICAL VIOLATION.  Restroom hand washing facilities must have hot water. Please contact a plumber and have fixture repaired |  decalcified |  or replaced.
16FOOD-0010,10/10/2016,"(24) FOOD EQUIPMENT AND UTENSILS: Storage, handling of clean equipment, utensils.",Soiled knives are being stored in the knife rack. Only store knives in the knife rack that have been cleaned and sanitized.
09FOOD-0288,03/21/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Please clean the floors in hard to reach areas and corners especially where trash is taken out.
15FOOD-0011,07/27/2016,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",1. Eggs observed stored on shelf above other food items. Please store eggs on low shelf2. Observed cooked/cold eggs (sunny side up) stored on top of other food items. Food removed immediately. Please do not store food or containers on top of other items as it can contaminate.
09FOOD-0296,05/02/2016,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",Bleach spray bottles tested beyond 200 ppm bleach. Remade bottle at 50 ppm bleach for all bottles.
09FOOD-0214,04/14/2016,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.Please renew food service manager certificate.
09FOOD-0359,03/03/2016,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Non kosher bakery floor needs cleaning throughout.
09FOOD-0076,07/27/2016,(38) LIGHTING: Provided as required; fixtures shielded.,Please provide lighting for dry storage room near rear of establishment next to office.
09FOOD-0344,03/16/2016,"(17) FOOD EQUIPMENT AND UTENSILS: Accurate thermometers, chemical test kits provided; gauge cock.",-No chemical test kits on-site |  provide test kits to test bleach concentrations to prevent toxicity.
09FOOD-0325,06/29/2016,(2) FOOD: Original Container; properly labeled.,Some improvement on labeling. Please be sure all food is properly labeled with name date and time.
09FOOD-0173,04/27/2016,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,An ice scoop is being stored in standing water. The scoop can be stored in the following ways: in the product with the handle sticking out |  in a sanitizer solution diluted to appropriate levels (50-100 ppm for bleach or 200 ppm for quat).
09FOOD-0099,08/16/2016,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Walls are soiled. Clean.
09FOOD-0247,09/08/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Sanitize buckets are not set up in kitchen. Store wiping cloths in a sanitizer solution between use.
09FOOD-0246,10/24/2016,(4) FOOD PROTECTION: Facilities to maintain product temperature.,CRITICAL VIOLATION. Front prep cooler is holding bottom foods at 47F. Service cooler. Must hold food at 41F or below.
09FOOD-0231,07/18/2016,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The soda holster behind the bar is soiled. Routinely clean all surfaces.The sides of the cooking equipment is heavily soiled. Routinely clean all surfaces. The interior of the cook line cooler is heavily soiled. Clean the shelves and gaskets. The counter under the flat top grill is soiled. Clean the surface everyday.
09FOOD-0367,02/09/2016,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",Sanitizer dispensing from hose at 3 comp sink not testing at 200 ppm quat. Call for repair.
13FOOD-0046,04/21/2016,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Ceiling are vents soiled |  clean air vents.
15FOOD-0016,08/19/2016,(4) FOOD PROTECTION: Facilities to maintain product temperature.,CRITICAL VIOLATION. Back cooler is 48F. Service cooler to ensure it maintains 41F or below. DO NOT USE COOLER UNTIL REINSPECTION.
12FOOD-0057,10/11/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor of the walk in cooler is covered with water. Remove water |  determine source |  and repair.
09FOOD-0073,10/24/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wipe cloths are being stored on prep tables. Store wipe cloths in a sanitizer bucket when not in use.
10FOOD-0020,05/09/2016,(38) LIGHTING: Provided as required; fixtures shielded.,Lights above the 3-compartment sink are not shielded. Provide a shield or use shatter proof bulbs.
09FOOD-0337,03/23/2016,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. There is no sanitizer from the dish machine. Have the dish machine serviced to ensure the proper sanitizer concentration.
09FOOD-0061,02/16/2016,(30) PLUMBING: Cross-connection; back siphonage; back flow.,CRITICAL VIOLATION. A soiled towel is pushed in the back flow preventer to the mop sink. Install a new back flow preventer.
09FOOD-0385,09/26/2016,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",There is mildew/mold on the wall and caulk behind the dish machine. Clean the area and recaulk.
08FOOD-0181,01/06/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor near the pick up counter are in disrepair. Repair the damage.
09FOOD-0160,09/20/2016,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Eggs must be stored on the lowest shelf.
09FOOD-0231,03/25/2016,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The shelves in various coolers are soiled. Routinely clean all shelves. The table top under the flat top grill is soiled. Routinely clean all surfaces. The top shelf of the cooler along the cook line is heavily soiled. Routinely clean all surfaces.
09FOOD-0100,08/29/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Walls |  floors |  pipes and drain near dish machine is soiled. Clean.
13FOOD-0009,03/31/2016,(1) FOOD:  Source: wholesome; no spoilage,Steak found half cooked  and  half raw |  cannot keep product half  and  half - potential contamination.
09FOOD-0311,10/13/2016,"(17) FOOD EQUIPMENT AND UTENSILS: Accurate thermometers, chemical test kits provided; gauge cock.",Inspector thermometer reading 42F |  store cooler thermometer reading 37F. Contact licensed repair person to calibrate thermometers and tune up cooler.
15FOOD-0011,07/27/2016,(28) WATER: Sewage and waste water disposal.,CRITICAL VIOLATION.Condensation waste water is pooling from walk in cooler and freezer condensation. Bucket is used to catch dripping near food. Make repairs to coolers and repair seals that may be leaking.
13FOOD-0046,08/29/2016,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",No paper towels in the bathroom. Provide paper towels.
09FOOD-0073,10/24/2016,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",Cardboard under the microwave is soiled. This is an unapproved surface. Store in a container that is non absorbent and easily cleanable.
09FOOD-0121,08/24/2016,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Surface near deli cooler is soiled. Clean.
09FOOD-0372,02/02/2016,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Please store dispensing utensils in preparation station properly with handles extending out of food
15FOOD-0044,01/12/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the dry storage shelving is in disrepair. Repair the floor to be smooth |  durable |  and easily cleanable.
09FOOD-0066,08/02/2016,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Various prepared potentially hazardous food is not date labeled. Any food kept longer than 24 hours must be date labeled to ensure it is used within 7 days.
09FOOD-0073,06/23/2016,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,The utility line under the fume hood and  behind the cooking equipment is soiled. Routinely clean all surfaces.
09FOOD-0170,10/25/2016,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Containers of food are not covered. Cover all food to prevent contamination.
09FOOD-0344,03/16/2016,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",-Meat reach in freezer in basement heavily soiled |  re-organize food items and clean thoroughly.-Walk-in cooler has several shelves heavily soiled |  replace soiled shelf liners  and  scrub clean the metal shelves.
09FOOD-0224,01/11/2016,"(24) FOOD EQUIPMENT AND UTENSILS: Storage, handling of clean equipment, utensils.",Wooden pizza spatulas are being stored in a cardboard box. Store them in a nonabsorbent surface.
09FOOD-0089,05/04/2016,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",The back storage room is becoming cluttered. Better organize in order to clean the floors under the ice machine and shelving unit.
08FOOD-0181,01/06/2016,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Packets of lotion are being stored in the ice machine. Do not store any product in the ice.
09FOOD-0377,10/24/2016,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION. Sanitizer and cleaning products need to be labeled once removed from their original containers.
09FOOD-0170,03/16/2016,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. Sign all staff up for a food handler course. Information can be found on the Evanston website: http://www.cityofevanston.org/health/food-service-manager-certification/
15FOOD-0011,07/27/2016,"(12) PERSONNEL: Hands washed; clean, good hygienic practices.",CRITICAL VIOLATION.Observed toothbrushes and tooth paste stored at hand sink as well as a mirror indicating personal hygiene is conducted at hand sink. Remove these items immediately and refrain from tooth brushing in the kitchen. Designate a sink not in the kitchen for this practice.
09FOOD-0093,07/20/2016,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Observed moderate grime and soilage of food service equipment including refrigerators |  wall splash guards and doorhandles. Please clean all surfaces.
09FOOD-0216,09/23/2016,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Celery stored on top of shell eggs. Keep items separate in case eggs break.
09FOOD-0032,01/27/2016,(38) LIGHTING: Provided as required; fixtures shielded.,No light bulb in walk in freezer. Replace light to allow for proper cleaning methods.
11FOOD-0003,09/22/2016,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Microwave requires a deep cleaning. Please address.
09FOOD-0215,09/01/2016,(4) FOOD PROTECTION: Facilities to maintain product temperature.,CRITICAL VIOLATION. Prep cooler is 50F. Discontinue use and service. Must maintain 41F or below.
09FOOD-0375,09/30/2016,(30) PLUMBING: Cross-connection; back siphonage; back flow.,CRITICAL VIOLATION.Observed garden hose attached in mop sink below baseline. please cut hose back above water line or remove hose. Manager disconnected hose at time of inspection
09FOOD-0231,07/18/2016,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Sushi is being held in the counter top cooler at 52 F. The sushi was discarded.
09FOOD-0372,06/08/2016,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Please use food grade material for dispensing utensils.
14FOOD-0017,08/15/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wiping cloths must be stored in sanitizer soultion between use.
09FOOD-0215,09/01/2016,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. PHF (butter |  egg |  cheese |  cream) items are being held at 50F. Discard. PHF must be stored at 41F or below.
09FOOD-0249,04/21/2016,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",4 spray bottles found unlabeled |  label all spray bottles.
09FOOD-0337,07/19/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floors under the dry storage shelving is soiled. Routinely clean all floors. The floor tiles near the dish machine are in disrepair leading to standing water. Repair the floor tiles. The floor under the oven near the walk in cooler is soiled. The floor near the baseboards throughout the kitchen are soiled with grease and food debris. Clean all floors everyday.
09FOOD-0092,09/27/2016,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Food items found uncovered in prep cooler. Ensure all food items are covered.
09FOOD-0170,10/25/2016,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The wall near the exit is soiled. This is a repeat violation. Clean the wall within 10 days. Ceiling tiles are soiled. Clean the ceiling everyday.
09FOOD-0367,09/20/2016,(4) FOOD PROTECTION: Facilities to maintain product temperature.,CRITICAL VIOLATION. Prep cooler is 48-50F. Repair cooler. Must maintain 41F or below.
09FOOD-0083,03/14/2016,(5) FOOD PROTECTION: Thermometers provided and conspicuous,Please provide thermometers in a conspicuous location in coolers
08FOOD-0177,10/17/2016,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",There is a soiled and rotted piece of wood between the prep sink and prep table. Remove the wood. The table in the basement across from the freezers is not an approved surface. Replace with a surface that is durable |  non-absorbent and easily cleanable.
09FOOD-0077,08/19/2016,"(24) FOOD EQUIPMENT AND UTENSILS: Storage, handling of clean equipment, utensils.",Shelves holding clean utensils are soiled. Clean and sanitize.
09FOOD-0183,09/28/2016,(2) FOOD: Original Container; properly labeled.,A bulk food item in the salad prep area is not labeled. The container has been labeled.
14FOOD-0017,08/15/2016,(39) VENTILATION: Rooms and equipment; vented as required.,Dust buildup on stove hood. Clean.
12FOOD-0010,09/28/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodineObserved wiping cloths on tables. Please store wiping cloths in sanitizing solution when not in use.
09FOOD-0092,09/27/2016,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Exterior of bins and shelves holding food are soiled. Clean.
09FOOD-0099,08/16/2016,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. FSSM certificate is expired. A certified FSSM must be present during all hours of food preperation.
09FOOD-0247,03/25/2016,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Both bar dispensing nozzles need cleaning  and  maintain regularly.
14FOOD-0005,04/06/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor and utility lines under the cook line equipment are soiled. Routinely clean the floors. The floor under the dry storage shelving is soiled. Routinely clean the floors.
09FOOD-0092,03/30/2016,"(17) FOOD EQUIPMENT AND UTENSILS: Accurate thermometers, chemical test kits provided; gauge cock.",No quat test kits on site |  provide quat test kits to test concentration on sanitizer solution.
15FOOD-0016,08/19/2016,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Food items stored at a temperature of 51F. Cheese items were discarded. PHF must be stored at 41F or below.
09FOOD-0170,10/25/2016,(6) FOOD PROTECTION: Potentially hazardous food properly thawed.,Potentially hazardous food is being thawed in standing water. Thaw the food either in a cooler or under running water.
09FOOD-0099,08/16/2016,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION. Fruit flies found near back sink and on soiled ceiling tiles. Have a certified pest control operator treat condition.
14FOOD-0013,09/14/2016,(1) FOOD:  Source: wholesome; no spoilage,Disposed of watermelon |  cantaloupe |  and pineapple prepared in shopkeepers home and sold on site.
10FOOD-0019,09/26/2016,(4) FOOD PROTECTION: Facilities to maintain product temperature.,CRITICAL VIOLATION. An ice bath was being improperly used to cool shredded cheese. The container of potentially hazardous food must be fully submerged in the ice in order to maintain the temperature below 41 F. The ice bath was corrected.
09FOOD-0324,09/22/2016,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",Deep cleaning is required beneath fixed shelving that stores food. Additionally there is evidence of rodent activity on the floor in the electrical room.
16FOOD-0003,09/29/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Soiled cloths stored on counters. Ensure cloths are stored in sanitizer buckets between use.
09FOOD-0042,01/14/2016,"(29) PLUMBING: Installed, maintained",Tighten connections at three compartment sink at faucet  where leaking.
16FOOD-0010,06/03/2016,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Drink mixes are being stored in the ice bin behind the bar. Since the ice is used for drinks |  product should not be stored in it.
09FOOD-0249,04/21/2016,(7) FOOD PROTECTION: Unwrapped and potentially hazardous food not re-served. CROSS CONTAMINATION.,Raw beef patties stored above salmon in reach in cooler next to fryers. - Keep fish on top at all times.
12FOOD-0024,05/26/2016,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",Spray bottle found unlabeled. Label all bottles to avoid contamination.
09FOOD-0173,04/27/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Soiled wipe cloths are being stored on the cutting board and prep tables. Store all wipe cloths in a sanitizer bucket when not in use to prevent possible cross contamination.
09FOOD-0344,09/27/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Soiled rags stored on prep tables. Store wiping cloths in a sanitizer solution between use.
09FOOD-0077,08/19/2016,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. 1. Prep cooler is 48F. Discontinue use until unit is repaired and maintaining 41F or below. 2. Upstairs walk in cooler is 47F. Discontinue use until repaired and maintaining 41F or below. Use downstairs walk-in cooler until reinspection.
09FOOD-0170,10/25/2016,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Rice scoops are being stored in standing water. Store the scoops in the rice with the handle sticking out.
13FOOD-0014,01/28/2016,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation","CRITICAL VIOLATION. The ""Chiller"" coffee mix which contains milk was being held in its cooler at 50 F. The two open packages in the cooler were discarded."
15FOOD-0020,02/11/2016,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Shell eggs were stored out of the cooler with a temperature of 55 F. Potentially hazardous food must be held at an internal temperature of 41 F or less. The eggs were discarded.
